,상권코드,분기,상권구분,상권명,총생활인구수,10대생활인구,20대생활인구,30대생활인구,40대생활인구,50대생활인구,60대이상생활인구,00-06생활인구,06-11생활인구,11-14생활인구,14-17생활인구,17-21생활인구,21-24생활인구,월요일생활인구,화요일생활인구,수요일생활인구,목요일생활인구,금요일생활인구,토요일생활인구,일요일생활인구,평일생활인구,주말생활인구
1423,1000072,2,골목상권,장문로45길,442788,35145,73858,88802,73663,68337,102982,131532,91474,45086,43557,67102,64036,63618,62867,62617,61852,61961,63966,65908,312915,129874
1424,1000071,2,골목상권,이태원로54길,389150,24245,86218,109779,70572,46492,51843,81423,71533,56419,61972,75877,41927,53872,55803,57706,56089,57517,55493,52669,280987,108162
1425,1000070,2,골목상권,이태원로27길,279316,17589,68911,63221,45369,34264,49962,45819,52100,40026,44955,63349,33065,37586,38515,39410,39274,41832,43832,38867,196617,82699
1426,1000069,2,골목상권,이촌로22길,310978,43750,29731,48091,48609,43539,97258,102466,64063,30931,31664,42007,39848,43425,43837,44831,44388,46257,43742,44498,222738,88240
1427,1000068,2,골목상권,원효로89길,718306,98659,144831,157057,118999,93846,104914,129851,157306,111684,111814,131096,76555,109165,110398,106677,109003,108309,89820,84934,543552,174754
1428,1000067,2,골목상권,원효로53길,524604,50044,79747,115111,81868,72554,125281,149710,108242,58927,58287,80269,69170,76422,76124,75779,75858,76929,72110,71381,381112,143491
1429,1000066,2,골목상권,원효로41길,247864,33493,35346,42801,44154,34950,57119,59358,53932,34022,33078,38194,29281,37132,37057,35594,37337,36681,32018,32045,183801,64063
1430,1000065,2,골목상권,원효로19길,571015,86452,75939,97893,94402,87528,128801,123093,123562,81937,80686,98152,63586,83142,82947,81891,82767,83180,78412,78675,413927,157087
1431,1000064,2,골목상권,우사단로4길,663976,48708,128392,141340,113906,90044,141584,198882,138189,71022,66834,97840,91209,94800,94081,93637,93581,93654,96250,97972,469753,194222
1432,1000063,2,골목상권,우사단로14길,340082,20027,64241,89485,68439,45765,52129,70619,69007,47546,49047,63473,40391,48012,48354,48612,48371,48920,48619,49197,242269,97816
1433,1000062,2,골목상권,우사단로10길,559294,39877,94812,142013,104868,72893,104833,159716,116339,63576,62524,85581,71559,78849,78650,78943,78257,78486,82182,83929,393185,166111
1434,1000061,2,골목상권,신흥로20길,565025,73868,90246,107310,85810,75154,132637,168904,115100,57878,55578,85868,81697,79965,79043,80884,79919,80133,81146,83935,399944,165081
1435,1000060,2,골목상권,소월로20길,1071642,122133,169522,232917,170999,119220,256852,308811,228566,121465,114949,160437,137415,150596,151800,151928,151636,149871,154485,161326,755831,315811
1436,1000059,2,골목상권,서빙고로71길,413446,59768,52958,64029,78735,59479,98475,131346,93853,44611,41744,51902,49988,58515,58776,59014,57870,58665,59307,61298,292840,120605
1437,1000058,2,골목상권,백범로90길,1084941,102990,177182,290093,199650,147357,167669,255576,238204,135039,131556,183651,140915,158706,158651,157619,158507,158047,146996,146414,791530,293410
1438,1000057,2,골목상권,백범로79길,1262163,219510,189208,249561,197539,165037,241310,360279,264139,137189,134056,194611,171890,181025,180855,181254,182086,177300,177889,181754,902520,359643
1439,1000056,2,골목상권,두텁바위로1길,436433,49470,68230,67930,73171,69519,108114,114070,88195,51755,51156,72962,58295,63511,63693,63164,63745,63621,59316,59383,317734,118699
1440,1000055,2,골목상권,대사관로34길,283735,17273,48522,68153,53053,38334,58400,68114,58570,34383,34152,51155,37360,40811,41234,40672,41438,41779,39970,37831,205934,77801
1441,1000054,2,골목상권,녹사평대로46길,316584,27855,57389,75011,56882,38298,61150,82535,64554,36845,36398,53450,42800,44561,44977,45750,45170,45458,45593,45075,225916,90668
1442,1000053,2,골목상권,녹사평대로40나길,327868,25940,66462,75736,58510,40683,60537,76149,67919,41183,42110,58960,41548,45598,46107,46894,46677,47441,48339,46812,232717,95151
1443,1000052,2,골목상권,녹사평대로32길,264966,13157,70824,60303,39145,34122,47415,47331,45655,35282,41083,61879,33736,34901,35333,36308,35714,38711,43960,40039,180967,83999
1444,1000051,2,골목상권,녹사평대로26길,202292,13803,43133,44475,34225,29380,37275,36373,40387,30404,32144,40582,22401,28481,28338,28690,28930,29769,30085,27998,144208,58083
1445,1000050,2,골목상권,녹사평대로11길,49722,7347,6227,8104,9538,7959,10547,12226,10919,6330,6269,7980,5997,7021,7068,7063,7057,6951,7224,7336,35160,14560
1446,1000049,2,골목상권,퇴계로90길,868286,103252,128508,134475,142617,155540,203895,193849,168926,110626,116086,164093,114705,124725,125024,124845,125106,125019,122508,121060,624719,243568
1447,1000048,2,골목상권,퇴계로8길,232714,11198,28442,46823,48450,40231,57571,33356,51259,48256,43483,37243,19117,36238,37230,35907,37030,36833,27061,22415,183238,49476
1448,1000047,2,골목상권,퇴계로56길,478923,20881,92150,92458,91027,78115,104293,105303,106958,74791,71459,71305,49106,74113,74869,72294,74462,73135,57751,52299,368873,110050
1449,1000046,2,골목상권,퇴계로46길,220939,19692,63989,39079,33754,31928,32498,43240,46263,35986,35424,37487,22539,34355,34697,33161,34553,33703,25942,24529,170469,50471
1450,1000045,2,골목상권,퇴계로18길,152274,19722,24511,30451,26862,21598,29128,33046,33375,24593,22855,23344,15061,22671,22495,22143,22620,22424,19925,19996,112353,39921
1451,1000044,2,골목상권,퇴계로12길,147419,11437,19120,30695,31459,22801,31905,21020,33297,26834,27426,26043,12801,23260,23581,22567,23366,22796,16203,15645,115570,31848
1452,1000043,2,골목상권,청구로1길,833799,124707,111211,136418,124608,133435,203419,250744,173730,90288,86674,122968,109394,119655,119379,119314,118063,118431,118490,120466,594842,238956
1453,1000042,2,골목상권,청구로17길,529170,61108,93800,94874,85628,83424,110337,113101,107534,72319,72038,98009,66172,77286,78401,76921,78864,78177,71501,68021,389649,139522
1454,1000041,2,골목상권,장충단로8길,388100,24219,70372,75433,64961,60196,92919,82106,84771,56605,56210,65863,42546,57806,58599,57254,58788,57818,49340,48495,290265,97835
1455,1000040,2,골목상권,삼일대로4길,231524,7168,45011,58314,52688,36544,31799,17671,51907,52872,51936,44145,12993,38045,38761,36122,39046,38522,21801,19225,190496,41026
1456,1000039,2,골목상권,명동길,111042,3567,21821,29212,25564,16653,14225,7299,25305,26238,25917,20644,5640,18290,18571,17330,18773,18408,10412,9260,91372,19672
1457,1000038,2,골목상권,동호로8길,191013,27786,27023,31845,28550,25961,49850,50100,38829,22525,22375,32332,24851,27029,26879,27106,27339,27385,27746,27530,135738,55276
1458,1000037,2,골목상권,동호로20길,523772,54341,96874,99162,82914,79359,111123,137394,115054,67468,65215,78204,60437,77555,78188,76848,77758,76389,68483,68550,386738,137033
1459,1000036,2,골목상권,동호로15길,311302,34044,53224,62650,54406,40088,66891,62419,60483,44166,46193,61156,36886,45286,45994,44779,45958,46600,42627,40062,228617,82689
1460,1000035,2,골목상권,동호로11길,698427,91556,96767,113490,108515,95703,192398,232571,152985,67573,58747,87463,99087,101586,101512,101359,101275,101183,95090,96425,506915,191515
1461,1000034,2,골목상권,동호로10길,1057366,152567,153652,177921,160650,165831,246745,234885,216623,141872,141218,191501,131268,154671,154221,151930,154932,152680,145326,143605,768434,288931
1462,1000033,2,골목상권,다산로39길,711372,51590,122845,130633,114832,134255,157216,151583,137911,96519,99024,136716,89621,103318,106273,104818,105635,107406,96728,87193,527450,183921
1463,1000032,2,골목상권,다산로38길,644301,61240,98018,105241,103212,127130,149461,119039,128233,96449,100641,128512,71428,93790,95753,94960,95779,96483,87294,80242,476765,167536
1464,1000031,2,골목상권,다산로36길,782451,110717,98412,118273,124785,139310,190953,193216,152830,96764,103493,140678,95472,108939,109638,110297,110184,109448,116242,117705,548506,233947
1465,1000030,2,골목상권,다산로33길,1444283,132531,240614,236981,219503,271725,342927,374852,302355,180143,176854,233868,176212,209892,210591,208754,209680,209975,199915,195474,1048892,395389
1466,1000029,2,골목상권,난계로21길,473068,62804,74722,109451,73268,60194,92629,120487,99410,60062,60935,76649,55526,66582,66521,66817,66243,65588,69516,71800,331751,141316
1467,1000028,2,골목상권,난계로11길,1375558,148871,264823,288086,205656,199355,268770,388622,294350,157982,151167,205573,177864,200867,203659,201711,202495,200811,187275,178740,1009543,366015
1468,1000027,2,골목상권,필운대로1길,166912,27556,22118,25889,29940,25127,36282,35582,34928,23029,22824,30755,19795,23649,23558,23351,23597,23487,24025,25244,117642,49269
1469,1000026,2,골목상권,평창길,20879,4454,529,2133,3406,4457,5900,5761,5013,2456,2241,2938,2470,2804,2771,2989,2711,2716,3362,3525,13991,6887
1470,1000025,2,골목상권,통일로12길,537195,122927,64925,61861,87907,75559,124014,155705,115907,60028,57731,79209,68615,76601,77119,76794,76499,74858,76585,78737,381871,155322
1471,1000024,2,골목상권,창신길,1242166,135075,190487,156684,161207,258331,340382,402611,270773,124858,116598,166511,160816,175782,174295,174754,174240,172399,179524,191170,871470,370694
1472,1000023,2,골목상권,창신5길,696352,51909,104816,82178,82940,152802,221706,199962,150773,77318,74641,104574,89085,98360,99699,99787,98894,98264,99821,101527,495004,201348
1473,1000022,2,골목상권,창신2길,462937,31276,65171,49314,57665,116118,143393,96302,84927,62475,66263,92090,60878,66460,67290,67434,67477,66878,65773,61624,335539,127397
1474,1000021,2,골목상권,창경궁로35길,247172,46479,50008,32073,38601,33035,46975,47411,51022,35661,35825,47984,29268,35169,36124,35563,35087,35555,34683,34991,177498,69674
1475,1000020,2,골목상권,지봉로8길,1067014,109963,153820,157060,163372,211066,271732,249105,222468,135286,132724,189803,137626,153962,153426,153159,153700,153888,150094,148784,768135,298878
1476,1000019,2,골목상권,종로65길,1030983,99599,149295,157541,166088,195785,262675,306788,228221,117437,106334,139320,132884,148408,148267,147614,147572,147877,144065,147179,739738,291244
1477,1000018,2,골목상권,종로58가길,536280,25553,93924,98832,95493,90293,132186,94990,108985,93281,95521,89742,53760,78281,79941,78619,79003,78065,72177,70193,393909,142370
1478,1000017,2,골목상권,종로24길,82750,2154,10918,12036,14669,17010,25967,6366,15356,18951,19853,16938,5287,13084,13379,12999,13531,13522,9784,6452,66515,16236
1479,1000016,2,골목상권,자하문로7길,400703,53103,62001,70885,70423,56662,87628,65227,71271,62980,65297,88038,47891,56364,57510,58411,58724,59562,57627,52505,290571,110132
1480,1000015,2,골목상권,이화장길,414793,45643,82950,72559,64054,64118,85470,108681,86261,56733,54730,62061,46327,60209,60922,60502,61118,59317,55064,57661,302068,112725
1481,1000014,2,골목상권,율곡로16길,172281,14923,29766,28509,27528,31311,40244,38200,37049,27276,25793,26690,17274,25786,26193,25480,26388,25631,21728,21075,129478,42803
1482,1000013,2,골목상권,율곡로10길,173803,8345,30728,32532,34155,31591,36453,16270,34545,35569,38265,36823,12331,27187,27896,26945,28219,27999,19882,15675,138246,35557
1483,1000012,2,골목상권,옥인길,591510,118955,73347,85083,109633,83825,120668,208183,130543,57951,49476,67380,77977,84853,84760,85241,84987,82770,83687,85211,422611,168898
1484,1000011,2,골목상권,숭인동길,530597,67693,69146,77498,79717,95432,141112,130724,108471,67367,66856,90759,66419,75577,75479,74897,75092,75350,76127,78073,376395,154200
1485,1000010,2,골목상권,성균관로5길,427205,58353,168357,49470,49815,44582,56629,94105,81333,55498,59150,81679,55442,59441,60393,60915,60621,60286,63414,62137,301656,125551
1486,1000009,2,골목상권,삼청로5길,28614,2782,5031,5423,5337,4189,5854,5069,5607,5434,5579,4679,2248,3937,4005,4382,4184,4093,3962,4052,20601,8014
1487,1000008,2,골목상권,북촌로5나길,88947,13403,15806,15682,15123,13060,15872,19486,18068,14326,13530,14268,9269,12485,13077,13192,13006,12981,12233,11972,64741,24205
1488,1000007,2,골목상권,북촌로5길,128077,13629,18913,24028,24477,19085,27945,22724,26012,23213,23580,22001,10548,17648,18059,19266,18659,18468,17999,17979,92100,35978
1489,1000006,2,골목상권,북촌로11길,124660,17413,17989,23667,24579,19018,21993,17714,26835,23232,23216,22815,10848,18536,19071,18955,19139,19011,15510,14439,94712,29949
1490,1000005,2,골목상권,백석동길,172958,24354,20476,21708,32118,28126,46176,51597,36872,18857,18280,24988,22363,23915,24229,24541,24317,24420,25552,25981,121422,51533
1491,1000004,2,골목상권,명륜길,641765,94805,243889,64677,68359,61600,108437,187027,138168,73130,69624,91604,82212,92092,92214,92073,93010,90323,90580,91474,459712,182054
1492,1000003,2,골목상권,돈화문로11가길,185500,11371,37361,37697,34193,29296,35583,26396,34199,34333,36509,38756,15307,26633,27808,27894,28162,28430,25221,21351,138927,46572
1493,1000002,2,골목상권,난계로27길,324360,18916,60967,60880,51410,53621,78564,74541,68009,50942,50783,47038,33046,45420,45888,46799,46064,45863,46047,48279,230034,94326
1494,1000001,2,골목상권,계동길,302793,46682,41312,54853,61092,45790,53065,51427,69319,53243,52526,48862,27416,45907,47023,45752,47205,46503,36648,33759,232390,70407
1495,1001496,1,관광특구,강남 마이스 관광특구,88025,5063,18782,25537,19251,10641,8750,6058,17186,20113,21007,18870,4790,13456,14127,14243,14019,13307,10139,8735,69152,18874
1496,1001495,1,관광특구,잠실 관광특구,2941031,261126,648879,706733,481139,377465,465687,537235,561684,440800,471315,613332,316664,417800,425904,431356,422804,421178,422680,399309,2119042,821989
1497,1001494,1,관광특구,종로?청계 관광특구,3556483,94895,570761,683932,681617,678300,846979,403185,707871,748106,765932,678953,252436,562758,598052,595320,568066,543612,393279,295396,2867808,688675
1498,1001493,1,관광특구,동대문패션타운 관광특구,2938219,95286,549776,774024,585594,436125,497414,676711,590574,423778,409631,467235,370288,451596,480869,470178,455747,439421,344674,295735,2297811,640409
1499,1001492,1,관광특구,명동 남대문 북창동 다동 무교동 관광특구,3409654,77920,599597,898267,799906,544553,489410,186650,750301,851391,843927,627064,150320,562604,602142,600727,566321,530819,306705,240336,2862613,547041
1500,1001491,1,관광특구,이태원 관광특구,1498299,86377,342230,354913,247846,200075,266860,297239,288796,211389,230520,300381,169974,208801,211093,213642,212806,215670,223433,212854,1062012,436287
1501,1001490,1,전통시장,길동복조리시장,862169,142370,96072,117150,131790,137303,237484,228357,170946,99577,102693,148615,111980,121497,119580,119748,120171,121781,127610,131782,602777,259392
1502,1001489,1,전통시장,둔촌역전통시장,253113,38975,31841,34017,39697,42604,65979,57934,49232,33527,35001,47325,30093,35921,35872,35812,35813,35699,37216,36782,179117,73998
1503,1001488,1,전통시장,성내골목시장,631492,99247,73906,98846,100341,94166,164985,158900,125330,75099,77637,113336,81190,87588,86904,86537,87672,87583,95344,99863,436284,195207
1504,1001487,1,전통시장,천호시장,89965,7652,15636,15534,14201,15363,21580,13484,15391,13783,16340,21118,9848,12628,12774,12946,12644,12687,13648,12638,63679,26286
1505,1001486,1,전통시장,동서울시장,66971,6272,9797,11553,10026,10939,18384,14689,12667,8888,9840,12928,7961,9497,9527,9541,9524,9502,9904,9477,47591,19381
1506,1001485,1,전통시장,고분다리골목시장,117802,19885,14261,16042,17372,19641,30602,28671,23286,14344,14815,21681,15004,16505,16164,16128,16363,16500,17793,18350,81660,36143
1507,1001484,1,전통시장,양지골목시장,82306,21581,8320,12660,13973,11108,14662,22650,17324,9718,9722,12650,10240,11720,11569,11505,11587,11464,12111,12349,57845,24460
1508,1001483,1,전통시장,암사종합시장,307299,38890,41090,51749,45401,49180,80988,65830,57158,40418,43918,61885,38092,43333,42921,42799,42710,42588,46478,46470,214351,92948
1509,1001482,1,전통시장,고덕전통시장,279187,47224,28256,49478,51448,41126,61654,65342,60364,34792,34725,48535,35429,39713,39811,40091,39870,39621,40041,40041,199106,80082
1510,1001481,1,전통시장,명일골목시장,191821,33853,20334,25656,31367,30009,50601,36238,37128,26516,28118,39543,24277,27216,27551,27698,27402,27302,27549,27101,137169,54650
1511,1001480,1,전통시장,새마을시장,785541,122560,122373,137944,137705,108806,156153,178108,149031,97577,106845,156399,97582,110920,111252,112644,111735,111654,116260,111078,558205,227338
1512,1001479,1,전통시장,석촌시장,406630,58917,54651,80895,69078,61822,81267,87734,78033,54331,56207,79190,51136,57820,57420,57665,57337,57326,59712,59349,287568,119061
1513,1001478,1,전통시장,방이시장,998948,135245,154809,205891,161363,134845,206796,273834,209296,113598,113630,159184,129407,142696,141973,142244,141800,140317,143959,145959,709030,289918
1514,1001477,1,전통시장,마천시장,372439,50759,38337,46240,55663,64851,116589,91163,71353,45019,47934,68433,48537,51922,51921,51827,51700,52314,56192,56563,259684,112755
1515,1001476,1,전통시장,풍납시장,682809,100378,73998,98126,100506,111813,197988,186497,135051,73661,74902,116329,96369,95723,95340,95388,96256,95138,100360,104604,477845,204964
1516,1001475,1,전통시장,강남개포시장,40944,8785,4103,4527,7252,6446,9833,2853,7523,7946,9111,10249,3264,5775,5915,6079,5933,5888,5959,5397,29590,11356
1517,1001474,1,전통시장,도곡시장,279431,90053,23989,26365,68285,36523,34216,59436,54188,33522,37613,54109,40562,39589,40326,40496,39708,39191,40423,39697,199310,80120
1518,1001473,1,전통시장,청담삼익시장,33075,3129,5003,7806,6675,4948,5514,6759,7127,5040,4940,5472,3738,4878,5064,5107,5019,4989,4370,3649,25057,8019
1519,1001472,1,전통시장,논현종합시장,37483,2779,7446,10327,7414,4224,5293,6541,8060,5849,5976,6970,4089,5676,5702,5697,5590,5509,4720,4589,28174,9309
1520,1001471,1,전통시장,영동전통시장,383907,19060,88183,95298,73820,47900,59646,68428,73094,56423,58157,82922,44883,56922,59125,58884,58056,56957,49998,43966,289944,93964
1521,1001470,1,전통시장,강남시장_강남,38648,2737,9827,9562,7157,4819,4546,4892,7113,6940,7403,8865,3434,5753,6136,6129,5953,5825,4891,3960,29796,8851
1522,1001469,1,전통시장,양재시장,49491,4706,7729,12093,9438,6081,9443,7781,10038,8299,8671,9920,4784,7733,7906,7918,7666,7350,5718,5200,38573,10918
1523,1001468,1,전통시장,남부종합시장,71317,13521,8439,9557,14048,10312,15440,20346,15003,8230,7880,10921,8938,10167,10186,10154,10112,10088,10305,10305,50707,20610
1524,1001467,1,전통시장,우림시장,50550,6731,6588,7436,7694,7984,14117,10612,10282,6351,7032,9898,6376,6937,6906,6882,6954,6954,7849,8065,34633,15914
1525,1001466,1,전통시장,미성동도깨비시장,239561,41771,32108,33781,38554,35546,57801,66885,47468,27532,27107,39714,30855,33553,32830,32601,33273,33826,36307,37171,166083,73478
1526,1001465,1,전통시장,신신림시장,51616,4117,12581,8912,7212,6550,12246,12381,9288,5804,6095,10356,7690,7269,7232,7279,7229,7174,7624,7809,36183,15433
1527,1001464,1,전통시장,삼성동시장,247243,19763,60131,42782,34389,31989,58190,54436,44954,30656,33172,49749,34275,35069,34901,35138,34862,34634,36255,36385,174604,72640
1528,1001463,1,전통시장,신림중앙시장,57525,6075,13208,11066,8068,7459,11651,18863,12224,5261,4828,7869,8482,8298,8212,8172,8205,8165,8082,8393,41052,16475
1529,1001462,1,전통시장,강남골목시장,213563,13187,44810,49394,35650,31639,38883,65865,44402,20607,21632,30798,30260,31267,32374,32261,31996,30948,27605,27113,158846,54718
1530,1001461,1,전통시장,신림종합시장,38506,3359,8090,7644,5122,5243,9047,9827,7465,4428,4747,6966,5074,5363,5248,5272,5295,5287,5839,6201,26465,12040
1531,1001460,1,전통시장,관악신사시장,486169,40536,110712,99527,61049,65574,108771,148543,99897,47590,47556,72938,69644,68602,68176,67930,68423,67715,71125,74201,340846,145326
1532,1001459,1,전통시장,신원시장,1027492,63427,292794,211716,133221,127476,198858,214403,182772,121437,141701,223395,143787,141188,140852,142032,141277,142386,160737,159020,707735,319757
1533,1001458,1,전통시장,인헌시장,339220,34029,70257,68663,45673,45064,75534,65482,58773,41595,48698,76442,48232,47676,47616,47753,47395,46993,50688,51099,237433,101787
1534,1001457,1,전통시장,봉천중앙시장,58244,5686,12849,10587,7983,7525,13615,7714,11002,9392,10349,13753,6035,8268,8250,8272,8177,8304,8748,8223,41271,16971
1535,1001456,1,전통시장,봉천현대시장,74435,12941,9444,13443,12276,8824,17509,12667,13497,10990,12265,16861,8156,10145,10093,10032,10150,10202,12110,11703,50622,23813
1536,1001455,1,전통시장,봉일시장,126591,15400,23284,22371,19050,17318,29168,23565,21936,15776,18329,28680,18305,17928,17713,17824,17950,17724,18868,18585,89139,37453
1537,1001454,1,전통시장,봉천제일종합시장,85201,7736,23670,16150,10172,10406,17069,22981,17236,9123,9215,14645,12001,11801,11709,11776,11733,11629,12905,13649,58648,26554
1538,1001453,1,전통시장,낙성대시장,192756,20674,56815,37868,24560,20615,32227,42015,36341,23971,25257,40597,24575,26143,26442,26596,26622,26621,30022,30310,132424,60332
1539,1001452,1,전통시장,중부시장,258125,36152,43574,40712,38949,32934,65805,47823,51090,37675,40601,51878,29060,36510,36280,36448,36407,36691,38100,37690,182336,75790
1540,1001451,1,전통시장,사당시장,39670,3912,7299,7162,6694,5134,9470,7756,7855,5402,5949,7993,4715,5600,5593,5534,5616,5599,5863,5865,27942,11728
1541,1001450,1,전통시장,남성역골목시장,352273,40921,54643,60599,58386,48711,89010,69253,64717,41926,45628,75893,54853,49200,49825,49249,49367,49338,52373,52919,246979,105292
1542,1001449,1,전통시장,남성사계시장,715112,116160,91771,101240,102165,113761,190013,98876,119469,107305,126201,174559,88703,99196,98170,100041,99491,100594,109582,108038,497492,217620
1543,1001448,1,전통시장,흑석시장,319289,34603,56841,47850,46971,47607,85420,58042,63875,46345,49768,64353,36903,46012,46609,46927,46484,46545,45393,41318,232577,86711
1544,1001447,1,전통시장,상도4동도깨비골목시장,438462,55202,67976,75075,61228,63421,115558,117900,87798,47826,48078,75113,61746,61307,60797,61159,61433,61349,65338,67077,306045,132415
1545,1001446,1,전통시장,성대시장,64203,7388,10617,10417,9556,9297,16929,9486,10833,8922,10782,15671,8510,9199,9135,9156,9076,9060,9492,9085,45626,18577
1546,1001445,1,전통시장,영도시장,35085,5304,5018,5587,5791,4924,8460,4601,6461,6028,6806,8033,3158,4928,4919,4918,4950,4960,5411,5002,24675,10413
1547,1001444,1,전통시장,상도전통시장,530258,75242,96776,70511,66250,75796,145683,122916,110244,64951,70105,97577,64465,73561,73261,73581,73622,74206,80553,81473,368231,162026
1548,1001443,1,전통시장,강남시장_동작,47313,7625,9925,6334,6198,6215,11017,13876,8565,5314,5743,8050,5765,6636,6489,6519,6480,6417,7225,7547,32541,14772
1549,1001442,1,전통시장,신노량진시장,26142,1925,4044,4556,3687,4347,7581,6212,5009,3054,3280,4978,3608,3736,3686,3711,3707,3728,3776,3797,18568,7573
1550,1001441,1,전통시장,본동인정시장,161469,19175,27169,30797,24596,23651,36078,31967,33633,23685,23958,30790,17437,22004,21590,21793,22237,22248,25438,26160,109872,51598
1551,1001440,1,전통시장,노량진중앙시장,155621,8657,63409,35717,15097,12483,20258,33379,28990,21586,22482,30687,18497,22562,22812,22822,22854,22566,21762,20245,113616,42007
1552,1001439,1,전통시장,대림중앙시장,126807,8554,12179,19917,21405,29471,35280,34859,24732,14328,14582,21523,16783,17551,17201,17205,17449,17678,19118,20604,87084,39722
1553,1001438,1,전통시장,우리시장,303452,32441,34979,50736,46251,48388,90658,86560,61635,32692,32680,49313,40573,42155,41499,41424,42352,42665,45860,47498,210095,93358
1554,1001437,1,전통시장,영진시장A동,69463,11244,9030,12467,11385,10702,14637,18141,14184,7915,7727,11980,9516,9723,9522,9541,9630,9733,10466,10849,48149,21315
1555,1001436,1,전통시장,사러가시장,96738,12715,11724,14923,16758,16664,23954,18399,18632,12989,14493,20065,12158,13745,13495,13451,13546,13548,14457,14497,67785,28954
1556,1001435,1,전통시장,대신시장,104649,13551,13346,16341,16137,16525,28749,20646,19205,14693,16025,21663,12417,14983,14857,14780,14930,14828,15313,14956,74378,30269
1557,1001434,1,전통시장,양남시장,29688,2440,4784,6867,5948,4514,5135,4187,6260,5566,5637,5547,2489,4579,4645,4633,4542,4408,3643,3238,22807,6881
1558,1001433,1,전통시장,영일시장,332161,27380,70958,76848,60334,46782,49859,36286,58675,66580,75265,72002,23354,47689,48257,48839,47881,47782,48859,42855,240448,91714
1559,1001432,1,전통시장,도림시장,22299,2186,3338,4128,3819,3607,5222,6600,4620,2316,2217,3477,3070,3135,3112,3116,3117,3103,3248,3468,15583,6716
1560,1001431,1,전통시장,영등포청과시장,149391,19281,21441,28658,24117,21852,34041,41892,32641,17663,16734,21785,18678,21348,21371,21235,21152,20963,21644,21677,106069,43321
1561,1001430,1,전통시장,영등포전통시장,1038599,51437,258386,222349,149599,162883,193946,182700,193262,162342,179694,216565,104037,144670,147022,148321,145909,147328,160069,145281,733250,305350
1562,1001429,1,전통시장,은행나무시장,136616,19663,15326,18125,20571,22474,40457,23068,26315,19817,22733,29024,15660,19010,18763,18918,19129,19040,20895,20862,94860,41757
1563,1001428,1,전통시장,박미시장,20729,2527,2360,3575,3532,3566,5169,5021,4372,2657,2677,3503,2500,2969,2990,2997,2985,3012,2897,2877,14953,5774
1564,1001427,1,전통시장,현대시장,622675,63912,80020,88037,94959,110430,185316,181124,121200,65765,67058,100130,87397,87404,87333,87294,87291,87826,92152,93375,437148,185527
1565,1001426,1,전통시장,대명시장,23823,2650,3397,3368,3635,4233,6539,3014,3827,3720,4569,5996,2699,3385,3377,3429,3388,3433,3607,3204,17012,6811
1566,1001425,1,전통시장,푸른터시장,74002,7284,11519,15491,11885,12946,14877,26096,15620,6321,5724,9218,11023,10613,10590,10707,10646,10548,10351,10546,53104,20897
1567,1001424,1,전통시장,남문시장,276444,22597,37565,47339,43572,53667,71706,63726,54277,34253,35707,51429,37054,39038,39015,39252,39165,39227,40244,40502,195697,80746
1568,1001423,1,전통시장,독산동 우시장,124533,11575,20910,26415,21095,21292,23246,24826,25900,18153,18752,22597,14309,18432,18625,18622,18356,18032,16632,15835,92067,32467
1569,1001422,1,전통시장,오류시장,57577,5553,12823,11750,7892,8057,11500,13635,10187,6290,6883,11592,8988,7985,7938,7910,7948,7840,8878,9080,39621,17958
1570,1001421,1,전통시장,개봉중앙시장,59468,10475,7963,8206,8852,9674,14297,16658,11861,6496,6753,10029,7672,8108,7980,7870,8010,8093,9377,10030,40061,19407
1571,1001420,1,전통시장,고척근린시장,161994,23422,17797,18836,24663,28255,49019,30421,31755,21790,25645,33145,19238,22734,22255,22314,22596,22655,24734,24703,112554,49437
1572,1001419,1,전통시장,가리봉시장,151338,3655,27987,30648,29274,29811,29963,33522,28496,20527,21758,28848,18188,21608,21411,21645,21502,21258,21399,22515,107424,43914
1573,1001418,1,전통시장,남구로시장,533212,39900,49438,73185,95080,102121,173488,106791,99570,73677,80703,106607,65863,75482,75328,75677,76297,75078,76052,79296,377862,155348
1574,1001417,1,전통시장,구로시장,68542,6966,8834,11963,12657,11294,16827,12495,14138,10721,11106,12872,7211,10118,10046,9986,10133,9793,9295,9172,50076,18467
1575,1001416,1,전통시장,공항시장,59156,4755,12595,12299,8800,8608,12100,12941,12430,8269,7882,10527,7105,8620,8627,8673,8593,8651,8109,7884,43164,15993
1576,1001415,1,전통시장,방신전통시장,247023,36561,25731,39538,34659,40209,70324,52054,45854,32424,35055,49916,31719,34422,34340,34479,34333,34688,37448,37312,172262,74760
1577,1001414,1,전통시장,송화골목시장,194663,52211,19983,22906,34738,24523,40303,32024,35991,29848,32434,42617,21746,27755,28334,28068,28522,28019,28078,25887,140698,53965
1578,1001413,1,전통시장,까치산시장,1200228,132626,198337,226782,188600,168228,285655,226426,237377,147728,162166,256290,170240,171020,171146,172604,173186,171301,172494,168476,859257,340970
1579,1001412,1,전통시장,화곡본동시장,172093,25846,24459,30255,26978,23303,41252,38896,33886,20992,22415,32560,23344,24518,24523,24362,24272,24416,25121,24883,122091,50004
1580,1001411,1,전통시장,남부골목시장,414964,57344,47574,65459,65210,63391,115986,92953,76262,50240,55998,82938,56572,58401,57415,57302,58391,57810,62788,62857,289319,125645
