,상권코드,분기,상권구분,상권명,서비스업종,점포수,분기당매출,주중매출금액,주말매출금액,10대매출,20대매출,30대매출,40대매출,50대매출,60대이상매출,00~06매출,06~11매출,11~14매출,14~17매출,17~21매출,21~24매출
155,1001178,2,발달상권,서울 마포구 홍대입구역_1,편의점,6,1246772304,954075106,292697198,12606172,393370598,335277637,259072934,150274911,37512468,101545571,229701729,210097712,182514590,282773082,240139620
156,1001177,2,발달상권,서울 중구 약수역_2,편의점,4,181613675,142961238,38652437,4593098,48583358,47063906,31971012,29784453,15224710,10825887,40400360,26614118,26462737,44184393,33126180
157,1001175,2,발달상권,서울 강동구 고덕역,편의점,10,1309345911,923133663,386212248,79402760,286800862,290369089,342847386,212880401,89708501,99209951,181636313,174920556,200995270,353567867,299015954
158,1001174,2,발달상권,등촌역,편의점,2,1359271322,985042768,374228554,5485063,445583627,503380829,190524953,104075940,56749955,106840914,182657558,129712372,178934645,373081332,388044501
159,1001173,2,발달상권,서울 강동구 명일역,편의점,7,2488775283,1839757111,649018172,20837324,312765456,456398902,665765647,609466168,423541786,108700441,216238114,387404010,471558590,895418724,409455404
160,1001172,2,발달상권,어린이대공원역,편의점,3,97774343,71701512,26072831,1254284,46540234,18877913,13092676,14894135,3115101,13107907,9996580,7013612,9457915,30378827,27819502
161,1001171,2,발달상권,서울 마포구 공덕역_2,편의점,2,60000000,50272866,9727134,300105,12950042,14808024,16243835,11089929,4608065,968630,11872903,9244943,9403152,16790622,11719750
162,1001170,2,발달상권,공덕역,편의점,2,202912903,177578935,25333968,505289,38365063,47738115,37428823,46346298,9944957,4917110,54346331,36044541,37308547,39814362,30482012
163,1001169,2,발달상권,서울 용산구 숙대입구역,편의점,4,637881008,475132645,162748363,3656459,197903998,184457074,132009376,83049989,36804112,56569118,75429721,71091477,80124501,188883372,165782819
164,1001168,2,발달상권,남영역,편의점,5,752288195,591969064,160319131,14697812,223647354,222776902,164982241,83766484,29687156,45270275,171257046,101832377,98282010,184710033,150936454
165,1001167,2,발달상권,서울 마포구 공덕역_1,편의점,7,618377198,514276925,104100273,6777752,137686368,186297818,138059775,78603075,20517004,29127664,120496630,118825761,90616031,137079387,122231725
166,1001166,2,발달상권,서울 마포구 마포역_2,편의점,13,2177917041,1741569078,436347963,6170282,402557745,678904152,564397082,333895253,119278862,126483936,448322833,316914885,290112369,544011884,452071134
167,1001165,2,발달상권,서울 광진구 건대입구역_2,편의점,12,1528371135,1022374723,505996412,47827575,865300624,332554490,123117732,124539771,35030943,131076682,136249592,108746128,180788343,499452889,472057501
168,1001164,2,발달상권,서울 마포구 마포역_1,편의점,6,1638732366,1185063137,453669229,13190552,364555540,458691632,395953111,261248229,128667797,130578142,184481019,182701317,207945940,468387799,464638149
169,1001163,2,발달상권,서울 강동구 천호역_2,편의점,16,3240579988,2204095723,1036484265,34235357,1148106395,941859816,595329678,357472928,163575814,277177648,342099134,343116056,393810433,911047450,973329267
170,1001162,2,발달상권,서울 광진구 건대입구역_1,편의점,2,522993527,362575747,160417780,7531631,255234247,118260389,74693657,58959022,8314581,61311440,65045740,55988901,68352054,141714763,130580629
171,1001161,2,발달상권,건대입구역,편의점,1,285406774,203399103,82007671,1677041,49594183,65461641,46428869,56482515,33964383,4933495,44123051,38448363,50307762,86296395,61297708
172,1001160,2,발달상권,서울 광진구 구의역,편의점,8,1072984180,791948821,281035359,13787357,323338634,284842817,232221566,163024746,55769060,85068039,182952640,113821558,132809399,306392701,251939843
173,1001158,2,발달상권,당산역_2,편의점,7,1204483376,942930606,261552770,23213756,391091721,369114358,186610454,141917800,92535287,61405670,244404913,155676456,144261745,300043942,298690650
174,1001157,2,발달상권,서울 강동구 천호역_1,편의점,5,862576893,636413405,226163488,15673695,258663584,220664568,166004130,139636210,57257229,66438430,174992948,106653588,124407474,217120878,172963575
175,1001156,2,발달상권,서울 강동구 길동역,편의점,21,3359549020,2490170349,869378671,19362077,834644916,953968735,753645587,510135164,257149013,370386505,495956715,399093112,418283743,846542282,829286663
176,1001155,2,발달상권,용산 전자상가_5,편의점,5,1644080957,1430212548,213868409,9691011,289068530,509827427,442793161,199634418,64696892,58083804,424062998,400995229,262021421,338785543,160131962
177,1001154,2,발달상권,용산 전자상가_4,편의점,1,199760913,158423719,41337194,1291952,36543212,57936972,46755297,33667370,13461972,14652622,37741542,30631897,20535658,52229883,43969311
178,1001153,2,발달상권,당산역_1,편의점,4,524551846,386378714,138173132,10271752,157598027,179527204,95784043,57333045,24037775,46113626,79019077,50340285,56224108,146014729,146840021
179,1001152,2,발달상권,서울 광진구 강변역,편의점,1,290083592,226021189,64062403,7491514,79409399,84646812,61875176,35007554,21653137,0,70052695,68891690,63047119,73295739,14796349
180,1001151,2,발달상권,용산 전자상가_3,편의점,2,915761458,794531221,121230237,6172603,167668442,299891545,202652269,107595123,33884608,46161051,230308723,222544743,126859578,175519366,114367997
181,1001150,2,발달상권,서울 용산구 이태원역,편의점,12,2115940997,1373729321,742211676,27076881,754461043,716908246,299218048,223137320,95139459,369060519,208570806,180860845,235566217,477720048,644162562
182,1001149,2,발달상권,한남오거리,편의점,4,1175925495,879558134,296367361,4485576,288268543,337245537,254975351,188095005,74585364,117690653,192083548,148315428,155488098,280805122,281542646
183,1001147,2,발달상권,용산 전자상가_2,편의점,1,114000000,111520171,2479829,103676,21495028,46037336,30270739,5840611,2276610,0,27920035,39048740,28416524,18614701,0
184,1001145,2,발달상권,용산 전자상가_1,편의점,12,1341766478,1031358606,310407872,14472379,346883193,424550117,287982520,165810787,45917935,37579666,217616240,360384018,309987995,316669135,99529424
185,1001144,2,발달상권,국회의사당역_2,편의점,14,3165152311,2634928485,530223826,7345630,537729437,868630850,742462536,462417582,167055026,156648903,688591328,594602261,491772726,722454507,511082586
186,1001143,2,발달상권,서울 용산구 신용산역,편의점,4,802383230,667438570,134944660,5602629,214994623,258981378,172809811,75568995,34890857,25909345,174342026,169806994,148211219,200852679,83260967
187,1001142,2,발달상권,국회의사당역_1,편의점,7,1117129897,956974531,160155366,977441,159705917,323104179,276726287,161906866,45537882,67157931,297144974,189834032,192370021,234355562,136267377
188,1001141,2,발달상권,압구정 로데오거리_2,편의점,29,2682877466,1982188725,700688741,23065018,819167689,829801394,390709126,229439485,235935419,148807346,398043371,462286172,511515357,652852146,509373074
189,1001140,2,발달상권,서울 강남구 압구정역,편의점,16,1652213620,1261281528,390932092,42149199,355395361,426009725,381342060,236653627,111601391,92630470,307677493,259208907,276500701,405977497,310218552
190,1001139,2,발달상권,서울 영등포구 영등포구청역,편의점,6,1517122838,1131960353,385162485,17025345,383593447,457616398,301740126,268303164,83505971,117718776,224642393,192826595,196415256,438349419,347170399
191,1001138,2,발달상권,압구정 로데오거리_1,편의점,10,2419158132,1865895486,553262646,7004502,628241368,680280177,431267434,237723251,99577278,128554350,532136599,512342899,429378043,472489414,344256827
192,1001137,2,발달상권,서울 강동구 둔촌동역,편의점,2,357128340,260677150,96451190,7318583,78781022,65911416,88750136,80317275,33123628,38129862,54326123,55679884,43150979,86474677,79366815
193,1001136,2,발달상권,오목교역,편의점,2,356614516,248919457,107695059,18573710,110117759,83503064,77268531,57206043,9945409,19462610,34211751,37608564,44279038,117060716,103991837
194,1001135,2,발달상권,신사동 가로수길,편의점,30,5507823075,4217560775,1290262300,75971103,1586269644,1641225696,1026175949,662178041,219433987,312140068,992156838,880145675,860317555,1395454418,1067608521
195,1001134,2,발달상권,서울 영등포구 여의도역_2,편의점,20,4347495295,3692384630,655110665,23024056,956219022,1325360978,1020940976,539493018,148739314,140926516,1283267280,815558258,677279823,842530183,587933235
196,1001133,2,발달상권,청담사거리_3,편의점,3,705577292,560530944,145046348,2335729,173234249,193836993,157960226,96028893,38748940,60848978,130247616,129677289,91200107,163727386,129875916
197,1001132,2,발달상권,영등포유통상가,편의점,3,275122385,240169551,34952834,1599404,62336757,74368379,59940320,41442045,14305000,16347784,60831318,61503681,40666642,61868614,33904346
198,1001131,2,발달상권,청담역_2,편의점,6,1767565350,1272165350,495400000,16059199,316401325,549282994,359218555,290873661,121558353,148045194,236481117,265077362,278193900,442008126,397759651
199,1001130,2,발달상권,청담역_1,편의점,7,767352746,575281886,192070860,4673156,175602813,233824474,162545972,103612234,36143443,37666660,146123632,129316960,115787489,182033643,156424362
200,1001128,2,발달상권,청담사거리_1,편의점,2,163328104,124473133,38854971,234417,34201304,54489057,32591330,20710485,7942430,13310751,27727485,31319905,26013267,37166896,27789800
201,1001127,2,발달상권,서울 영등포구 여의도역_1,편의점,14,3358766027,2786250084,572515943,26101938,523933783,926158670,849493960,542380633,178299440,142297310,647434132,634098228,585416834,831990196,517529327
202,1001126,2,발달상권,서울 양천구 신정네거리역_2,편의점,2,160845377,114475118,46370259,808651,50522371,42600862,32711164,25345437,8856892,18449944,22871983,16871333,21134651,44070774,37446692
203,1001125,2,발달상권,학동사거리_2,편의점,1,906073687,778537791,127535896,5146516,140892981,153830705,387000794,53087345,32921103,44876777,108952079,126219330,125187577,352951304,147886620
204,1001124,2,발달상권,서울 영등포구 영등포시장역,편의점,2,559288017,399097189,160190828,1673416,181478432,194241581,95552326,43376604,42965658,51788621,78105360,58143776,59132325,150558461,161559474
205,1001123,2,발달상권,학동사거리_1,편의점,8,1888449967,1470727830,417722137,5863670,326474443,556640584,393287041,252795597,112176773,123579043,385381697,333074625,296016759,443003709,307394134
206,1001122,2,발달상권,여의도 시범아파트앞,편의점,4,838539620,690132300,148407320,4456222,107774584,207198593,213116727,128064947,55043095,30423102,221724946,167741385,170222668,157000968,91426551
207,1001121,2,발달상권,영등포역_3,편의점,2,466874378,332879222,133995156,2585900,148562107,120996935,104415624,60093242,30220570,36815703,100935491,63011117,58184836,108907528,99019703
208,1001120,2,발달상권,도산공원사거리_1,편의점,5,2628883734,2132470972,496412762,14783964,529771739,894281269,596412009,290417660,97314994,209800810,478273978,508197405,388838353,610945835,432827353
209,1001119,2,발달상권,영등포역_2,편의점,12,2085460982,1395101900,690359082,21115417,888633543,610372267,282560250,205839211,74500654,236982678,139067932,162757740,226972870,600382387,719297375
210,1001118,2,발달상권,문래동 주민센터,편의점,7,1023662515,896844887,126817628,1825185,259647127,304876413,250392514,130552479,48408107,29537116,301008804,245680166,161327352,188417934,97691143
211,1001117,2,발달상권,강남구 신사역_2,편의점,13,3068640029,2471701290,596938739,20046387,778318149,930676868,587068757,339362172,107468653,203315673,637317192,532369071,452391949,681130813,562115331
212,1001116,2,발달상권,영등포역_1,편의점,3,636257020,421946329,214310691,2815384,276115399,189828818,71234635,69977945,26284839,59753012,76057787,62005715,63328361,166790200,208321945
213,1001115,2,발달상권,서울 강남구 강남구청역_2,편의점,6,1105159956,916687643,188472313,6720347,270474892,361079420,223466551,130635790,57533496,65158518,229357519,212801003,159034795,248005916,190802205
214,1001114,2,발달상권,강남구 신사역_1,편의점,3,1009432607,763447219,245985388,22889461,272454219,288641286,196560211,113131013,60341788,67898117,193784871,147743071,143875852,239855798,216274898
215,1001113,2,발달상권,서울 동작구 노량진1동_1,편의점,1,104329899,79191249,25138650,1620763,37547319,28817598,16364334,15156104,4823781,2812180,25024338,15592827,14949758,28010515,17940281
216,1001112,2,발달상권,서울 강남구 학동역_3,편의점,5,524842171,452200051,72642120,1566869,130713407,137959410,134245686,50965042,22139111,38072101,138918103,102276330,73720251,97752021,74103365
217,1001111,2,발달상권,서울 강남구 강남구청역_1,편의점,5,884866040,698571849,186294191,5824855,237753609,284686854,163423969,98972722,51235065,76177933,132943067,138692391,109714270,211038008,216300371
218,1001110,2,발달상권,잠실역,편의점,10,1588197233,1281264363,306932870,12033199,345398321,468187085,369272652,206000364,96102506,96726948,369294970,308181679,251676774,307979089,254337773
